,Job Title,Company,Location,Salary,Search Term
5081,Software Developer Internship,"        CACI","Austin, TX 73344",NaN,Austin
5082,<b>Data</b> <b>Scientist</b> - Consultant,"    Clarity Insights","Austin, TX",NaN,Austin
5083,Sr. Malware Analyst,"        Cypress HCM","Austin, TX",NaN,Austin
5084,Malware <b>Data</b> <b>Scientist</b>,"    SparkCognition","Austin, TX",NaN,Austin
5085,Computer <b>Scientist</b>/Software Engineer,"        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>","$79,000 a year",Austin
5086,<b>Data</b> <b>Scientist</b>,"    SparkCognition","Austin, TX",NaN,Austin
5087,Assistant Geologist,"        Terracon","Austin, TX 78735",NaN,Austin
5088,Report Analyst / Developer,"    RISC Networks","Austin, TX 78731",NaN,Austin
5089,Chief Architect,"        The Advisory Board Company","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
5090,Summer Engineering Co-Op,"        Dana Corp.","Leander, TX 78641",NaN,Austin
5091,Head of Growth - Marketing and Sales Leader,"    Simple [A]","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5092,<b>Data</b> <b>Scientist</b> (S),"        ViaSat","Austin, TX",NaN,Austin
5093,<b>Data</b> <b>Scientist</b> - Developer,"        Samsung Austin Semiconductor, LLC","Austin, TX 78754",NaN,Austin
5094,Software Engineer,"        Signature Science, LLC","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
5095,Bioinformatics Analyst â€“ 020,"    Bioo Scientific Corp.","Austin, TX 78744",NaN,Austin
5096,Quantitative Risk Analyst,"        Lower Colorado River Authority","Austin, TX",NaN,Austin
5097,Missing Information Coordinator,"        Natera","Austin, TX 78731",NaN,Austin
5098,Engineering <b>Scientist</b> - HF Geo Algortihm Developer,"        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
5099,"Manager, Reimbursement","        Natera","Austin, TX 78731",NaN,Austin
5100,<b>Data</b> Engineer,"        Indeed","Austin, TX 78731",NaN,Austin
5101,Research <b>Scientist</b> for Computer Vision / Machine Learning,"        NVIDIA","Austin, TX",NaN,Austin
5102,"Manager, Reimbursement","        Natera","Austin, TX 78731",NaN,Austin
5103,Billing Correspondence Representative,"        Natera","Austin, TX 78731",NaN,Austin
5104,Growth Hacker for Alamo Drafthouse,"        Alamo Drafthouse Cinemas","Austin, TX",NaN,Austin
5105,"Policy Research Analyst - Temporary, FT and PT","    Morningside Research and Consulting","Austin, TX",$15 - $25 an hour,Austin
5106,Head of Professional Services,"    Simple [A]","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5107,Junior Research Analyst (Marketing and Social Media),"        W2O Group","Austin, TX",NaN,Austin
5108,Laboratory <b>Data</b> <b>Scientist</b>,"        Clinical Pathology Laboratories","Austin, TX",NaN,Austin
5109,Senior Strategic Communications Coordinator,"        HDR","Austin, TX",NaN,Austin
5110,Account Manager,"        Wunderman","Austin, TX",NaN,Austin
5111,Product Support Engineer,"        Cypress HCM","Austin, TX",NaN,Austin
5112,<b>Data</b> <b>Scientist</b> II,"        Early Warning Services","Austin, TX 78746",NaN,Austin
5113,"<b>Scientist</b> II, Research","        Asuragen","Austin, TX",NaN,Austin
5114,Computer Science - <b>Data</b> Structures &amp; Algorithm Analysis,"        Concordia University Texas","Austin, TX",NaN,Austin
5115,Senior Software <b>Scientist</b>,"        Thermo Fisher Scientific","Austin, TX 73344",NaN,Austin
5116,Sr. <b>Data</b> <b>Scientist</b> - Sort Ranking &amp; Relevance,"        HomeAway","Austin, TX",NaN,Austin
5117,<b>Data</b> <b>Scientist</b>,"        Indeed","Austin, TX 78731",NaN,Austin
5118,Principal Software Architect - Austin,"        General Electric","Austin, TX 73344",NaN,Austin
5119,Jr. Art Director,"        Wunderman","Austin, TX",NaN,Austin
5120,Senior Principal Software Engineer (Big <b>Data</b>),"        The Advisory Board Company","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
5121,Senior Technical Writer,"        Continuum","Austin, TX",NaN,Austin
5122,<b>Data</b> <b>Scientist</b>,"        Rocket Software","Austin, TX",NaN,Austin
5123,Engagement Manager,"        Zilliant","Austin, TX 78704 <span style=""font-size: smaller"">(South Lamar-South Congress area)</span>",NaN,Austin
5124,<b>Data</b> <b>Scientist</b>,"        CreditCards.com","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
5125,Software Development Engineer,"        Cray","Austin, TX 78730",NaN,Austin
5126,<b>Data</b> <b>Scientist</b>,"        Roc Search","Austin, TX",NaN,Austin
5127,Billing Call Center Representative,"        Natera","Austin, TX 78731",NaN,Austin
5128,Principal Software Engineer Job,"        Micron","Austin, TX",NaN,Austin
5129,"Manager, Psychometric and Research Services","        Pearson","Austin, TX",NaN,Austin
5130,Software <b>Data</b> Engineer,"    Evariant, Inc.","Bee Cave, TX 78738",NaN,Austin
5131,"Senior Software Engineer, Austin","    Lithium","Austin, TX",NaN,Austin
5132,<b>Data</b> <b>Scientist</b>,"        Wargaming America","Austin, TX",NaN,Austin
5133,Billing Reimbursement - Refunds Specialist,"        Natera","Austin, TX 78731",NaN,Austin
5134,SR Software Product Manager - 19401,"        CDK Global","Austin, TX",NaN,Austin
5135,Asbestos/Mold Consultant,"        Terracon","Austin, TX 78735",NaN,Austin
5136,Recruiter,"    protocol gateways","Austin, TX",NaN,Austin
5137,Software <b>Data</b> Engineer,"    Evariant, Inc.","Bee Cave, TX 78738",NaN,Austin
5138,Information Security Engineer,"        NewComLink","Austin, TX 78746",NaN,Austin
5139,Asbestos/Mold Consultant,"        Terracon","Austin, TX 78735",NaN,Austin
5140,Jr. Copywriter,"        Wunderman","Austin, TX",NaN,Austin
5141,Digital Marketing Specialist,"        Wunderman","Austin, TX",NaN,Austin
5142,"Associate Director, Revenue Cycle Management (RCM)","        Natera","Austin, TX 78731",NaN,Austin
5143,Principal Engineer: Storage Software SQA,"        Micron","Austin, TX",NaN,Austin
5144,Sales Strategy &amp; Analytics Manager,"    National Instruments","Austin, TX",NaN,Austin
5145,Intern - Environmental <b>Scientist</b> Associate,"        City of Austin","Austin, TX",$16.14 an hour,Austin
5146,Medical Lab <b>Scientist</b>,"        The Austin Diagnostic Clinic","Austin, TX",NaN,Austin
5147,Senior Big <b>Data</b> Backend Engineer,"        Computer Futures","Austin, TX",NaN,Austin
5148,Epidemiologist III,"        Dept of State Health Services","Austin, TX","$4,599 - $6,066 a month",Austin
5149,"<b>Scientist</b> II, Development","        Asuragen","Austin, TX",NaN,Austin
5150,Backend <b>Data</b> Engineer (Java),"    Oscar Technology","Austin, TX",NaN,Austin
5151,<b>Data</b> <b>Scientist</b>,"        Cypress HCM","Austin, TX",NaN,Austin
5152,Software Engineer - Hardware Management Services,"        Cray","Austin, TX 78730",NaN,Austin
5153,<b>Data</b> <b>Scientist</b>,"    Computer Futures","Austin, TX",NaN,Austin
5154,UX Designer,"        IBM","Austin, TX",NaN,Austin
5155,JavaScript Developer,"    Oscar Technology","Austin, TX","$120,000 a year",Austin
5156,Medical Lab <b>Scientist</b>,"        The Austin Diagnostic Clinic","Austin, TX",NaN,Austin
5157,"Senior Software Engineer, Austin","        Lithium Technologies","Austin, TX 78746",NaN,Austin
5158,Software Engineer - Hardware Management Services,"        Cray","Austin, TX 78730",NaN,Austin
5159,UX Designer,"        IBM","Austin, TX",NaN,Austin
5160,<b>Data</b> <b>Scientist</b>,"    YouEarnedIt","Austin, TX",NaN,Austin
5161,Research Associate - Inorganic Sedimentary Geochemist,"        University of Texas at Austin","Austin, TX","$6,250 - $8,333 a month",Austin
5162,"Laboratory Supervisor, Microbiology (Days)","    Lighthouse Recruiting","Austin, TX","$80,000 - $100,000 a year",Austin
5163,Human Resources Business Partner,"        Natera","Austin, TX 78731",NaN,Austin
5164,Research Engineering/ <b>Scientist</b> Assistant - Research Assista...,"        University of Texas at Austin","Austin, TX","$2,500 a month",Austin
5165,Engineering <b>Scientist</b> - Senior Software Defined Radio Receiv...,"        University of Texas at Austin","Austin, TX","$6,250 - $10,833 a month",Austin
5166,Technical Recruiter,"    Lightwave Partners","Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Austin
5167,Insurance Verification Specialist,"        Natera","Austin, TX 78731",NaN,Austin
5168,Architectural/Structural CAD Technician,"    Wiss, Janney, Elstner Associates","Austin, TX",NaN,Austin
5169,"Principal Product Manager, Marketplace Ranking","        HomeAway","Austin, TX",NaN,Austin
5170,Research <b>Scientist</b>,"        University of Texas at Austin","Austin, TX","$8,333 - $10,000 a month",Austin
5171,Research Engineering/ <b>Scientist</b> Associate II (Exempt) - Natu...,"        University of Texas at Austin","Austin, TX","$4,583 a month",Austin
5172,Research Engineering/ <b>Scientist</b> Associate III (Exempt) - Ful...,"        University of Texas at Austin","Austin, TX","$5,416 a month",Austin
5173,Research Engineering/ <b>Scientist</b> Associate II (Exempt) - Natu...,"        University of Texas at Austin","Austin, TX","$4,583 a month",Austin
5174,Research Engineering/ <b>Scientist</b> Associate III (Exempt) - Ful...,"        University of Texas at Austin","Austin, TX","$5,416 a month",Austin
5175,Engineering <b>Scientist</b> Associate - Information Systems Engine...,"        University of Texas at Austin","Austin, TX","$5,400 - $6,500 a month",Austin
5176,Senior <b>Data</b> <b>Scientist</b> - Content,"        HomeAway","Austin, TX",NaN,Austin
5177,Engineering <b>Scientist</b> Associate - Software Defined Radio Rec...,"        University of Texas at Austin","Austin, TX","$5,400 - $6,500 a month",Austin
5178,Medical Technologist/Clinical Laboratory <b>Scientist</b> PRN,"        SCHRYVER MEDICAL, LLC","Kyle, TX 78640",NaN,Austin
5179,Research Engineering/ <b>Scientist</b> Associate II (Exempt) - Clin...,"        University of Texas at Austin","Austin, TX","$3,957 a month",Austin
5180,Entry- Level Engineer / <b>Scientist</b> / Health and Safety,"    AnteaÂ®Group","Austin, TX 78759 <span style=""font-size: smaller"">(Arboretum area)</span>",NaN,Austin
5181,Full Stack JavaScript Developer - MEAN stack,NaN,"Austin, TX 78701 <span style=""font-size: smaller"">(Downtown area)</span>","$80,000 - $120,000 a year",Austin
5182,Machine Learning Systems Intern,"        Intel","Hillsboro, OR 97124",NaN,Portland
5183,Statistician - Research,"    Portland VA Research Foundation","Portland, OR",NaN,Portland
5184,Statistician,"        Intel","Hillsboro, OR 97124",NaN,Portland
5185,Part-Time <b>Data</b> Labeler I or II (DOE),"        Cambia Health","Portland, OR",NaN,Portland
5186,2017 Research <b>Scientist</b>,"        Intel","Hillsboro, OR 97124",NaN,Portland
5187,<b>DATA</b> ENGINEER / <b>DATA</b> <b>SCIENTIST</b>,"        HP","Vancouver, WA",NaN,Portland
5188,Principal <b>Data</b> Architect,"        FamilyCare Health","Portland, OR",NaN,Portland
5189,Vice President of <b>Data</b> Science/Machine Learning,"        SureID","Hillsboro, OR",NaN,Portland
5190,Physicist/<b>Scientist</b> IV MTS - (E4),"        Applied Materials Inc.","Hillsboro, OR 97124",NaN,Portland
5191,Research <b>Scientist</b> Internship,"        Intel","Hillsboro, OR 97124",NaN,Portland
5192,Physicist/<b>Scientist</b> IV MTS - (E4),"        Applied Materials Inc.","Hillsboro, OR 97124",NaN,Portland
5193,Traditional Markets Research Analyst,"        BMO Financial Group","Portland, OR",NaN,Portland
5194,Physicist/<b>Scientist</b> V - (E5),"        Applied Materials Inc.","Hillsboro, OR 97124",NaN,Portland
5195,<b>Data</b> Sciences Manager,"        TransCore","Beaverton, OR",NaN,Portland
5196,Professional Wetland <b>Scientist</b>,"    Hart Crowser, Inc.","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
5197,"Market Research, Sr. Analyst","        NIKE INC","Portland, OR",NaN,Portland
5198,"<b>Data</b> Analysis Software Engineer (Hillsboro, OR)","        Nanometrics Incorporated","Hillsboro, OR 97124",NaN,Portland
5199,"<b>Scientist</b> II, Fermentation","    AbSci","Portland, OR 97239 <span style=""font-size: smaller"">(Homestead area)</span>",NaN,Portland
5200,Embedded Algorithm Developer,"        Intel","Hillsboro, OR 97124",NaN,Portland
5201,Research Analyst,"    Arnerich Massena, Inc.","Portland, OR",NaN,Portland
5202,Post Doctoral Scholar,"        Oregon Health &amp; Science University","Portland, OR","$47,484 a year",Portland
5203,Statistical Analyst,"        Intel","Hillsboro, OR 97124",NaN,Portland
5204,Quantitative Risk Analyst,"        U.S. Bank","Portland, OR",NaN,Portland
5205,Medical Policy Research Analyst,"        Cambia Health","Portland, OR",NaN,Portland
5206,Research Analyst 1,"        Oregon Health &amp; Science University","Portland, OR",$17.44 - $24.32 an hour,Portland
5207,HPC Research <b>Scientist</b> -- Runtimes and Automatic Performance...,"        Intel","Hillsboro, OR 97124",NaN,Portland
5208,Environmental Sciences Team Lead,"        Parametrix, Inc.","Portland, OR 97232 <span style=""font-size: smaller"">(Kerns area)</span>",NaN,Portland
5209,HPC Research <b>Scientist</b> -- Runtimes and Automatic Performance...,"        Intel","Hillsboro, OR 97124",NaN,Portland
5210,Undergraduate Intern- Machine Learning Algorithms,"        Intel","Hillsboro, OR 97124",NaN,Portland
5211,"Analyst, Energy Services - Statistical and Economic Analysis...","    The Cadmus Group, Inc.","Portland, OR 97205 <span style=""font-size: smaller"">(Northwest area)</span>",NaN,Portland
5212,Environmental Sciences Team Lead,"        Parametrix, Inc.","Portland, OR 97232 <span style=""font-size: smaller"">(Kerns area)</span>",NaN,Portland
5213,Research <b>Scientist</b>,"        Northwest Evaluation Association","Portland, OR 97209 <span style=""font-size: smaller"">(Pearl District area)</span>",NaN,Portland
5214,Software Engineer,"        Renaissance Learning, Inc.","Vancouver, WA 98662",NaN,Portland
5215,BES Internship (Community Service Aide II),"        City of Portland, OR","Portland, OR",$13.10 - $16.36 an hour,Portland
5216,SQL Database Developer,"        Vesta Corporation","Portland, OR 97223",NaN,Portland
5217,<b>Data</b> <b>Scientist</b>,"        Lam Research","Tualatin, OR 97062",NaN,Portland
5218,<b>Data</b> <b>Scientist</b>,"        comScore","Portland, OR",NaN,Portland
5219,<b>Data</b> <b>Scientist</b> Internship - Marketing,"        Cambia Health","Portland, OR",NaN,Portland
5220,Wireless Signal Processing and Architecture Resear,"        Intel","Hillsboro, OR 97124",NaN,Portland
5221,Chemistry Technical Manager,"    Cannabis Testing Facility","Portland, OR",$22 an hour,Portland
5222,"<b>Data</b> Science Engineer I, <b>Data</b> Science Engineer II or Senior...","        Cambia Health","Portland, OR",NaN,Portland
5223,Quantitative Analyst,"    Aspen Capital","Beaverton, OR 97005 <span style=""font-size: smaller"">(Central Beaverton area)</span>",NaN,Portland
5224,Director <b>Data</b> Science,"        WSI Nationwide","Portland, OR","$160,000 - $180,000 a year",Portland
5225,<b>Data</b> <b>Scientist</b> Internship â€“ <b>Data</b> Visualization,"        Cambia Health","Portland, OR",NaN,Portland
5226,Sr. Project Engineer/Project Manager,"        Otak","Vancouver, WA 98660 <span style=""font-size: smaller"">(Carter Park area)</span>",NaN,Portland
5227,Senior Hadoop Engineer - Portland,"        Marketo","Portland, OR",NaN,Portland
5228,Corporate Account Manager,"    Acumen Executive Search","Beaverton, OR 97006 <span style=""font-size: smaller"">(Triple Creek area)</span>","$100,000 a year",Portland
5229,Drug Discovery Associate,"    Schrodinger","Portland, OR 97204 <span style=""font-size: smaller"">(Downtown area)</span>",NaN,Portland
5230,"Spec, QA/Compliance/Safety - Vancouver, WA","        Quest Diagnostics","Vancouver, WA 98664 <span style=""font-size: smaller"">(Marrion area)</span>",NaN,Portland
